사업코드,사업구분,사업명,X좌표,Y좌표
HG2009A009,도시의 개발,인천도시관리계획(옥골구역 도시개발사업 개발계획),924861.9485,1937325.362
HG2009B005,산업입지 및 산업단지,평택 서탄일반산업단지 조성사업,958334.346,1903026.623
HG2009B013,산업입지 및 산업단지,이천 패션물류단지 개발사업,990751.9595,1916390.639
YS2012A001,도시의 개발,와우지구 도시개발사업,1019438.225,1661102.41
ND2011E002,도로의 건설,창원동읍-김해한림 국도건설공사,1114688.111,1702378.131
ME2007E012,도로의 건설,서산 성연 ∼서산 운산 도로건설공사,913785.4461,1869224.435
YS2011E001,도로의 건설,신장~복용 도로확장공사,892493.0097,1653094.678
YS2008A002,도시의 개발,광주 효천1지구 도시개발사업,942656.2866,1678920.052
HG2009B014,도시의 개발,광주 초월물류단지 조성사업,983341.8789,1935202.852
ND2009A009,도시의 개발,진장물류단지 개발사업(2단계),1168082.127,1732689.338
WJ2009B004,산업입지 및 산업단지,원주 부론 일반산업단지 조성사업,1024680.075,1916879.174
YS2009B014,산업입지 및 산업단지,장성 나노기술 일반산업단지 조성사업,939490.5109,1693956.465
DG2012E001,도로의 건설,기계~안동4 국도건설공사,1124114.234,1830853.547
ND2008B005,산업입지 및 산업단지,사천향촌농공단지 조성사업,1055010.483,1659212.244
HG2005A017,도시의 개발,대진대학교,969821.7481,1986025.744
DG2008C001,에너지개발,김천 태양광발전소 건설사업,1052409.322,1804495.536
WJ2009B008,산업입지 및 산업단지,영월 제3농공단지 조성사업,1085414.347,1907483.92
WJ2009I002,하천의 이용 및 개발,한강살리기 8공구(충주지구) 사업,1035358.922,1890688.292
YS2009I003,하천의 이용 및 개발,"영산강살리기 사업(1,2공구)",910380.9321,1650370.091
GG2010B001,산업입지 및 산업단지,홍성일반산업단지 조성사업,913399.6046,1848171.481
YS2011E002,도로의 건설,포산~서망 도로확장공사,880465.0066,1602988.629
YS2011E004,도로의 건설,용곡~황죽간 지방도 2차로 확ㆍ포장공사,1012653.505,1671320.434
ND2011E003,도로의 건설,진해시 국도대체우회도로(귀곡-행암) 건설공사,1106545.558,1686745.129
ND2011E004,도로의 건설,거제~마산간 국도건설공사,1101990.339,1675857.782
YS2009B003,산업입지 및 산업단지,나주미래일반산업단지 개발사업,926062.8375,1664344.09
GG2010A004,도시의 개발,목원대학교 조성,985494.7664,1814245.03
HG2010A002,도시의 개발,마곡도시개발사업(재협의),940728.9769,1951905.783
HG2009B011,산업입지 및 산업단지,미전농공단지 조성사업,1119693.557,1713392.737
ND2009B012,산업입지 및 산업단지,"부산신항배후 국제산업,물류도시 조성사업 1단계(부산 미음명지동 GB해제)",1124919.505,1683598.346
DG2011B004,산업입지 및 산업단지,영일만4 일반산업단지(1단계) 조성사업,1171985.377,1791459.25
GG2010B008,산업입지 및 산업단지,대산 컴플렉스 조성사업(구.KCC서산일반산업단지),903167.626,1889411.244
JJ2011B001,산업입지 및 산업단지,전주 첨단복합산업단지(3-1단계) 조성사업,962946.2325,1763254.148
WJ2010B011,산업입지 및 산업단지,횡성 우천일반산업단지 조성사업,1049801.382,1939108.304
HG2010B011,산업입지 및 산업단지,김포 학운4 일반산업단지,921670.1067,1956980.71
JJ2010B005,산업입지 및 산업단지,고창 복분자 농공(특화)단지 조성사업,922217.3062,1723251.075
ME2011C012,산업입지 및 산업단지,"고정국가산업단지 개발사업 및 신보령 1,2호기 건설사업",909762.7263,1822709.908
GG2011B003,산업입지 및 산업단지,증평2일반산업단지 조성사업,1008241.971,1869046.273
GG2011B004,산업입지 및 산업단지,서산도시형일반산업단지,908226.2152,1860442.502
DG2011B002,산업입지 및 산업단지,석포 일반산업단지 조성사업,1138425.146,1894560.827
ND2011B008,산업입지 및 산업단지,함양휴천2차일반산업단지,1021118.071,1721268.56
HG2009B017,산업입지 및 산업단지,부천오정물류단지 개발사업,935450.3847,1948218.224
DG2010B011,산업입지 및 산업단지,경주 서동일반산업단지 조성사업,1174543.905,1742452.892
YS2012B001,산업입지 및 산업단지,탄소소재 사업,1025355.898,1657633.827
YS2010B004,산업입지 및 산업단지,용당 일반산업단지 조성사업,899127.4814,1642369.946
ND2012B005,산업입지 및 산업단지,부산신소재일반산업단지,1160563.169,1706598.32
JJ2012B001,산업입지 및 산업단지,임실 제2농공단지 조성사업,981425.8325,1735175.198
ND2012B004,산업입지 및 산업단지,서김해 일반산업단지 조성사업,1122051.381,1691245.543
DG2012B001,산업입지 및 산업단지,칠곡 농기계특화 농공단지 조성사업,1083915.76,1779446.031
JJ2011B007,산업입지 및 산업단지,군산 임피농공단지 조성사업,942265.5799,1777055.32
ND2011B011,산업입지 및 산업단지,내광일반산업단지 조성사업,1155943.941,1716319.161
ND2012B002,산업입지 및 산업단지,동남권 방사선 의과학 일반산업단지 조성사업,1159087.838,1704521.177
WJ2011B003,산업입지 및 산업단지,생극일반산업단지,1010133.92,1893658.326
ND2011B004,산업입지 및 산업단지,사천 축동일반산업단지,1053168.663,1680320.308
ND2011B016,산업입지 및 산업단지,함안 대치일반산업단지 조성사업,1088964.256,1707243.318
GG2012B001,산업입지 및 산업단지,계룡 제1농공단지 조성사업,979097.2159,1806192.281
ND2011B001,산업입지 및 산업단지,김해테크노밸리 산업단지 조성사업,1120994.009,1692004.8
ND2012B003,산업입지 및 산업단지,부산진해경제자유구역명동지구 개발사업,1121964.386,1684153.769
HG2011B008,산업입지 및 산업단지,평택 고렴지구 일반산업단지 조성사업,949637.4704,1895232.739
YS2012B020,산업입지 및 산업단지,탄소소재 사업,1025355.898,1657633.827
ND2011B010,산업입지 및 산업단지,창녕 하리 일반산업단지 조성사업,1090689.34,1730242.846
DG2011B001,산업입지 및 산업단지,포항 미남일반산업단지 조성사업,1166504.995,1799685.956
GG2011B001,산업입지 및 산업단지,오창제3산업단지 조성사업(구.오창 성재일반산업단지 조성사업),986476.941,1859561.12
ND2013B001,산업입지 및 산업단지,밀양 미전일반산업단지 조성사업,1119693.557,1713392.737
ND2009B032,산업입지 및 산업단지,부산신항배후 국제산업물류도시(송정북측) 일반산업단지 조성사업,1124919.505,1683598.346
JJ2013B002,산업입지 및 산업단지,부안 제3농공단지 조성사업,929931.4109,1749645.667
DG2012B005,산업입지 및 산업단지,건천 대곡2일반산업단지 조성사업,1146918.194,1763370.719
GG2013B011,산업입지 및 산업단지,영보일반산업단지 개발(재협의),910024.5215,1824685.085
DG2013B006,산업입지 및 산업단지,경주 석계3일반산업단지 조성사업,1163380.784,1744500.885
ND2013B007,산업입지 및 산업단지,김해 사이언스파크 일반산업단지 조성사업,1119210.03,1699918.316
ND2012B012,산업입지 및 산업단지,용암일반산업단지 조성사업,1165762.536,1720906.231
YS2013B002,산업입지 및 산업단지,담양일반산업단지 조성사업,955401.8374,1705451.77
DG2012B017,산업입지 및 산업단지,성주2일반산업단지 조성사업,1071374.027,1772077.161
ND2013B004,산업입지 및 산업단지,이노비즈벨리 일반산업단지 조성사업,1120692.356,1696631.333
WJ2012B005,산업입지 및 산업단지,북평 제2일반산업단지 조성사업,1145760.205,1942652.807
JJ2013B001,산업입지 및 산업단지,순창 풍산제2농공단지 조성사업,967850.4654,1703126.748
ND2012B017,산업입지 및 산업단지,양산 토정일반산업단지 조성사업,1137997.539,1709165.621
ND2013B006,산업입지 및 산업단지,오리일반산업단지 조성사업,1161001.16,1708572.32
WJ2013B001,산업입지 및 산업단지,음성 리노삼봉 일반산업단지 조성사업,1005275.037,1883002.579
GG2013B010,산업입지 및 산업단지,세종 첨단일반산업단지 조성사업,972959.0883,1857760.884
GG2013B002,산업입지 및 산업단지,대전 하소일반산업단지 조성사업,994499.9576,1802505.61
GG2013B009,산업입지 및 산업단지,청원 강내산업단지 조성사업,986541.444,1843037.247
ND2010B024,산업입지 및 산업단지,김해 봉림일반산업단지 조성사업,1123159.761,1705175.812
GG2013D004,산업입지 및 산업단지,현대제철A지구 추가부두 축조공사,931847.269,1888032.104
GG2013B012,산업입지 및 산업단지,세종 미래산업단지 조성사업,970288.4472,1848826.732
GG2013B004,산업입지 및 산업단지,노성농공단지 조성사업,966729.2331,1807874.068
DG2008B005,산업입지 및 산업단지,경주 양남일반산업단지 조성사업,1173821.136,1744749.152
ND2013B008,산업입지 및 산업단지,양산 석계2일반산업단지 조성사업,1142787.936,1714150.098
YS2013B001,산업입지 및 산업단지,광양 황금산업단지 조성사업,1010815.981,1657363.361
GG2012B004,산업입지 및 산업단지,남공주 일반산업단지 조성사업,962086.8948,1825242.761
GG2013B007,산업입지 및 산업단지,대산3 일반산업단지 조성사업,901087.0888,1888784.945
GG2013B001,산업입지 및 산업단지,대전 한전원자력연료(주) 신규부지 조성,988403.8931,1825708.153
GG2013B003,산업입지 및 산업단지,광혜원 제2농공단지 조성사업,993655.5283,1884356.201
DG2012B002,산업입지 및 산업단지,경주 외동 제내4일반산업단지 조성사업,1160223.848,1746179.006
DG2011B005,산업입지 및 산업단지,열뫼일반산업단지 조성사업,1074907.04,1746176.678
ND2013B017,산업입지 및 산업단지,김해 병동일반산업단지,1117776.441,1700395.097
DG2013B007,산업입지 및 산업단지,동고령(박곡) 일반산업단지 조성사업,1079397.117,1753444.637
ME2014C013,에너지개발,화성동탄 집단에너지시설 건설사업,963340.4264,1911118.622
ME2015C001,에너지개발,고성하이화력 발전사업(구.NSP민자발전 건설사업),1056787.591,1657427.723
ME2012C016,에너지개발,포항시 생활폐기물 에너지화시설 민간투자사업,1170590.259,1777937.922
ME2013C019,에너지개발,여주천연가스발전소 건설사업,1014045.388,1929172.971
ME2015C004,에너지개발,원주 화훼관광단지 집단에너지사업,1026973.712,1922613.086
ME2015C005,에너지개발,엘아이케이파워 폐열이용 발전 사업,1133593.789,1956248.989
ME2014C016,에너지개발,신평택 복합화력 건설사업,937626.3116,1889797.327
ND2007I001,하천의 이용 및 개발,"창원천,남천 생태하천 복원사업",1105465.007,1693921.67
GG2009I001,하천의 이용 및 개발,금강살리기 행복지구 생태하천조성사업,981748.4114,1833350.082
GG2010I002,하천의 이용 및 개발,유등천 하천환경정비사업(간이평가),990374.7582,1813690.444
HG2011I001,하천의 이용 및 개발,진위천 하천정비사업,956652.359,1893312.028
ND2011I001,하천의 이용 및 개발,"창원천,남천 생태하천 복원사업(재협의)",1105465.007,1693921.67
HG2012I003,하천의 이용 및 개발,청미천 장안.점동.노탑.오남지구 하천환경정비사업,1014396.419,1906432.893
ND2012I001,하천의 이용 및 개발,황강 하천환경정비사업,1064879.774,1731780.354
ND2013I001,하천의 이용 및 개발,양산천 양산지구 하천환경정비사업,1138597.81,1704756.214
YS2012I009,하천의 이용 및 개발,보성강 압록ㆍ주암지구 하천환경정비사업,980878.2798,1681444.49
ND2013I002,하천의 이용 및 개발,단장천 고향의강 정비사업,1120198.45,1723839.053
JJ2013I001,하천의 이용 및 개발,만경강 5개지구 하천환경정비사업,943371.9086,1766863.098
DG2013I001,하천의 이용 및 개발,내성천 용궁지구 3개지구 하천환경정비사업,1079037.051,1844134.733
YS2013I001,하천의 이용 및 개발,고막원천 다시2지구 등 3개사업,917907.3483,1677007.339
JJ2014I001,하천의 이용 및 개발,만경강 8개지구 하천환경정비사업,943371.9086,1766863.098
GG2014I001,하천의 이용 및 개발,유구천 생태하천복원사업,958659.0898,1832283.242
JJ2014I002,하천의 이용 및 개발,동진강 연포지구 등 3개지구 하천환경정비사업,935955.3704,1750892.858
YS2014I001,하천의 이용 및 개발,개천 생태하천 복원사업,935566.6129,1708326.701
JJ2015I001,하천의 이용 및 개발,만경강 신탁지구 등 2개사업,968940.3933,1770428.607
JJ2014I003,하천의 이용 및 개발,정읍천 오금지구(1공구) 하천환경정비사업,941647.1639,1738057.942
GG2015I001,하천의 이용 및 개발,삽교천 삽교지구 하천환경정비사업,934554.9096,1860325.892
DG2015I001,하천의 이용 및 개발,형산강 효자2지구 등 3개지구 하천환경정비사업(강동지구 하천환경정비사업),1157614.621,1772395.145
ND2015I001,하천의 이용 및 개발,남강 하기지구 하천환경정비사업등 2개지구,1082568.651,1707990.537
GG2014I002,하천의 이용 및 개발,곡교천 강청·인주지구 하천환경정비사업,945372.5858,1870202.937
HG2015I001,하천의 이용 및 개발,안성천 군문·안성지구 하천환경정비사업,961644.6611,1887827.425
YS2006D006,항만건설,성산포항건설공사,947173.6523,1498640.827
YS2006D007,항만건설,목포항 해경 어업지도선 부두축조,895052.8879,1645178.915
ND2007D005,항만건설,마산항 진입항로 준설,1104245.218,1677256.847
WJ2007D001,항만건설,속초항 관광선 부두건설 공사(재협의),1096076.716,2023249.109
GG2007D003,항만건설,"평택, 당진항 고대지구 관리부두 축조공사",932880.3924,1887748.95
DG2007D003,항만건설,포항 모포항 시설사업,1182765.834,1772582.604
DG2007D004,항만건설,나정항 시설 사업,1180319.938,1755235.245
ND2009D002,항만건설,울산신항 항만배후단지 조성사업,1170139.736,1720576.918
HG2007D001,항만건설,인천북항 투기장 조성사업,921189.7833,1945267.7
DG2009D002,항만건설,울릉군 천부항 방파제 보강사업,1297830.683,1954340.133
GG2009D001,항만건설,지방어항(마검포항) 어항시설사업,891377.4508,1847821.948
YS2010D001,항만건설,여수구항정비공사(2단계) 간이평가서(재협의),1021873.17,1637958.591
YS2011D003,항만건설,애월항 2단계 개발사업,890634.9286,1498302.155
YS2010D005,항만건설,광양(여천)항 항로준설사업(재협의),1019407.454,1651916.715
YS2010D003,항만건설,목포북항 배후부지 조성사업,895351.6192,1645443.549
YS2012D002,항만건설,화순항 2단계 개발사업(재협의),890649.048,1472502.509
HG2012D003,항만건설,2014 인천아시아경기대회 요트경기장(왕산마리나) 건설공사,899030.6526,1940355.116
ND2011D005,항만건설,다대포항 외곽방파제 축조공사,1135614.205,1673033.184
ND2011D004,항만건설,부산항 신항 서컨(1단계)항만배후단지 및 송도 준설토투기장 건설사업,1114857.736,1676752.756
ND2011D007,항만건설,명동마리나 방파제 설치공사,1111747.95,1677695.753
ND2012D002,항만건설,마산구항 방재언덕 설치공사,1098328.778,1690173.261
GG2013D002,항만건설,대천항 해경부두 조성사업,911390.335,1815348.27
HG2012J004,항만건설,탄도 준설토 투기장 조성사업,924024.0889,1910698.367
GG2013D001,항만건설,보령항 항로준설공사,910272.2756,1826301.845
ME2013D002,항만건설,읍천항 정비사업,1178860.314,1745598.979
ME2012D001,항만건설,이목항 어항시설사업,914386.4622,1576258.785
ME2012D005,항만건설,장고항 건설공사,916375.4035,1893193.469
JJ2012D001,항만건설,개야도 지방어항 개발사업,914953.9398,1782299.711
ME2012D004,항만건설,천성항건설사업,1119787.139,1671219.82
ME2013D003,항만건설,외포항 정비사업,1111460.496,1661124.269
ME2012D002,항만건설,다대다포항 정비사업,1103213.269,1637796.214
YS2012D004,항만건설,홍도항 동방파제 건설사업-재협의,789034.0231,1634280.357
HG2013D001,항만건설,인천항 국제여객부두 건설사업,920323.3312,1936115.598
HG2012J005,항만건설,용기포항 준설토 투기장 호안축조 공사,756745.9578,1998993.822
YS2013D001,항만건설,여수 신북항 건설사업,1023294.037,1640417.692
ME2013J001,항만건설,남포항 개발사업,1075136.277,1662792.935
ND2013D003,항만건설,울산신항 북항 방파호안 축조공사,1170192.35,1719017.094
ME2014D006,항만건설,방어진항 이용고도화 시범사업,1174788.896,1722503.574
ME2013D006,항만건설,전장포항 어항시설사업,876247.0861,1683186.852
ME2013D005,항만건설,노량항 건설사업,1033057.579,1661468.501
GG2013D005,항만건설,대산항 동측준설토 투기장 축조공사,902790.2526,1892868.627
ND2013D002,항만건설,울산 신항 남항(2단계) 외곽시설,1170450.049,1714581.551
ME2014D005,항만건설,죽변항 이용고도화 시범사업,1170784.272,1896939.034
YS2013D003,항만건설,광양항 3단계 준설토투기장 전면항로 준설공사,1013911.724,1651874.337
ME2014D001,항만건설,궁평항 건설공사,926956.6268,1902217.953
ME2014D004,항만건설,거진항 이용고도화 시범사업,1083773.767,2050069.62
GG2014D001,항만건설,지방어항(만대항) 개발계획,893840.0943,1886583.22
YS2015D002,항만건설,완도 신지 동고항 시설공사,943412.449,1594273.794
YS2015D003,항만건설,약산 장용항 시설공사,944581.2197,1601198.665
ME2014D007,항만건설,고현항 항만재개발사업,1102313.023,1656228.414
ME2015D006,항만건설,부산항(북항) 재개발사업(재협의),1140926.497,1680670.735
ME2014D003,항만건설,모항항 어항시설 사업,877972.7107,1865458.815
ND2014D003,항만건설,마산항 제2항로 확장 준설,1098920.225,1690094.231
ME2014D002,항만건설,사천진항 어항시설 정비계획,1121458.65,1982639.409
WJ2014D002,항만건설,주문진항 정비사업(2차 재협의),1117532.717,1988147.115
YS2015D001,항만건설,장흥 노력항 조성사업,950744.2658,1605916.914
ND2015D001,항만건설,한국석유공사 원유부이 이설(동해-1 가스전 배관 이설 포함),1171092.532,1712627.999
ME2015D001,항만건설,계마항 어항시설 정비사업,900629.8347,1710759.396
ME2015C003,항만건설,풍남항 정비공사,976786.2895,1613658.05
ME2014D008,항만건설,물건항 정비사업,1051127.138,1645004.345
ME2015D002,항만건설,시산항 외곽시설 보강공사,978186.3937,1600529.718
ND2016D001,항만건설,부산항 신항 토도 제거공사,1117609.741,1675723.763
ND2015D005,항만건설,부산항 신항 신규 준설토투기장(2구역) 호안축조공사,1113536.046,1676060.784
YS2015D005,항만건설,녹동신항 일반·모래부두 준설토 투기장 건설사업,968119.4416,1614499.963
ND2013D010,항만건설,이천항 어촌정주어항 개발계획수립,1158135.745,1697914.327
ND2013D011,항만건설,월전항 어촌정주어항 개발계획수립,1158762.107,1694893.008
ND2016D002,항만건설,마산항 서항지구 친수공간 조성공사,1097123.921,1688386.822
DG2015D002,항만건설,후포 마리나항만 개발사업,1174281.362,1855112.99
ND2015D003,항만건설,부산항 신항 항로확장 준설공사,1116341.9,1672630.405
ND2015D004,항만건설,진하 마리나항만 기반시설 건설공사,1167138.344,1712028.936
GG2015D001,항만건설,지방어항(백사장항) 개발계획,893997.0743,1843878.459
DG2015D003,항만건설,창포항 정비공사,1172762.203,1824816.421
YS2015D006,항만건설,여수엑스포 마리나항만 기반시설 건설공사,1023053.826,1638817.88
DG2015D004,항만건설,이가리항 정비 계획 수립,1169637.314,1800241.179
ND2013D008,항만건설,공수항 어촌정주어항 개발계획수립,1155951.315,1688929.711
HG2016D001,항만건설,평택·당진항 파제제 건설공사,942762.0553,1882600.676
ME2015D005,항만건설,금진항 정비사업,1136820.118,1962351.169
WJ2014D001,항만건설,동해항 3단계 개발사업,1146427.22,1944743.521
DG2015D001,항만건설,포항신항 스웰 개선대책 시설 및 기타공사,1171313.625,1781839.842
GG2009I003,하천의 이용 및 개발,금강살리기 3공구(강경지구) 사업,954128.0235,1796074.248
GG2009I004,하천의 이용 및 개발,금강살리기 10공구(미호2지구) 사업,993435.4734,1853644.359
HG2009I001,하천의 이용 및 개발,안양천(하류) 정비사업,945348.8259,1944645.913
HG2009I003,하천의 이용 및 개발,서해연결 한강주운 기반조성사업,945247.2447,1951367.691
GG2009I005,하천의 이용 및 개발,금강살리기 2단계 사업(서천지구외 7지구),961761.6725,1797312.678
DG2009I002,하천의 이용 및 개발,낙동강 살리기(2권역_2단계) 사업,1086988.799,1809007.387
ND2009I003,하천의 이용 및 개발,밀양2 생태하천 조성사업,1114383.987,1720953.428
JJ2010I002,하천의 이용 및 개발,금강수계치수사업 적상천 부남제 개수공사,1011912.823,1776504.608
ND2011I003,하천의 이용 및 개발,황강 합천지구 하천개수공사,1060920.999,1730575.79
WJ2011K001,도시의 개발,괴산군 성불산 생태공원,1032033.038,1867619.993
ND2012A001,도시의 개발,무등 물류단지 조성사업,1078976.553,1663466.049
HG2012A004,도시의 개발,의왕 백운지식문화밸리 도시개발사업,956363.2625,1930399.551
ND2008B010,산업입지 및 산업단지,금서제2농공단지 조성사업,1032017.614,1713549.617
GG2013B008,산업입지 및 산업단지,송선일반산업단지 조성사업,969945.4148,1832884.366
ND2014B002,산업입지 및 산업단지,에코장안일반산업단지 조성사업,1160060.89,1705611.325
YS2015B005,산업입지 및 산업단지,여수국가산업단지내 공장증설사업(대림산업㈜),1014676.315,1645630.816
GG2015B005,산업입지 및 산업단지,(가칭) 에스폼 산업단지 조성사업,993058.7059,1884776.162
YS2016B006,산업입지 및 산업단지,평동3차 일반산업단지(1단계) 조성사업,932204.0731,1679895.951
ME2013C005,에너지개발,하남미사지구 집단에너지공급시설 건설사업,972325.1626,1950348.401
ND2013B002,산업입지 및 산업단지,SK에너지(주) 공장부지 조성사업,1167823.316,1723381.742
ME2008D001,항만건설,부산항(북항)재개발사업,1140802.675,1680572.33
GG2009D002,항만건설,비인항 항만시설정비사업(재협의),910287.7686,1793274.101
ME2013D004,항만건설,축산항 어항시설 정비사업,1174565.336,1836380.865
YS2015D004,항만건설,완도 신지 월양항 시설공사,939132.1793,1591322.055
HG2014E006,도로의 건설,국지도 84호선(중리~천리) 개설공사,970279.9227,1911191.055
GG2013I001,산업입지 및 산업단지,웰빙로 조성사업 실시설계,964205.2232,1856195.326
HG2005C003,에너지개발,345kv 신포천-신덕은 송전선로 건설사업,957635.4988,1990473.771
GG2008C001,에너지개발,345kv 신당진∼신온양 송전선로 건설사업(345kV 북당진∼신탕정(2구간) 송전선로),948022.3105,1872191.661
GG2012C001,에너지개발,345kV 북당진~신탕정T/L(당진구간),937194.0408,1879261.337
ME2006E005,도로의 건설,남해고속도로(서김해-남양산간) 확장사업,1132837.531,1697234.671
HG2007I001,하천의 이용 및 개발,경안천 오염하천 정화사업,975269.4945,1918445.982
WJ2010E001,도로의 건설,지방도463호선 화지~문혜간 도로 확포장공사,979809.3541,2022186.528
WJ2013B002,산업입지 및 산업단지,음성 오선일반산업단지 조성사업,1006265.554,1886236.921
ND2015I002,하천의 이용 및 개발,남강 생초지구 하천환경정비사업,1029690.693,1721427.138
HG2015D001,항만건설,인천 수리조선단지 조성사업,918492.0534,1954094.036
HG2012J001,항만건설,인천 수리조선단지 조성사업,918489.2724,1954097.83
HG2015B007,산업입지 및 산업단지,안성 동항2 일반산업단지 조성사업,971892.1026,1896289.071
ND2009B003,산업입지 및 산업단지,밀양 용전일반산업단지 조성사업,1120529.646,1714788.27
DG2006B001,산업입지 및 산업단지,경주 천북일반지방산업단지 조성사업(재협의),1159797.5,1772966.647
HG2012E008,도로의 건설,지방도338호선,974623.9955,1936981.015
HG2007E005,도로의 건설,자금~회천 6차로 확장공사,962988.5974,1976382.99
ND2007E002,도로의 건설,장안-온산 국도건설,1164349.455,1709061.522
ME2007E001,도로의 건설,중부고속도로(음성~호법)간 확장사업,996474.6927,1895458.668
ME2006E003,도로의 건설,강남순환도시고속도로(남북구간)건설사업(서부간선도로 교통구조개선사업),945223.2637,1944468.382
HG2007E007,도로의 건설,고양시관내(관산~벽제) 국도대체 우회도로건설공사,945642.4046,1968108.672
GG2013Q001,산업입지 및 산업단지,보령 옥계리 제일석산 채석단지 조성사업,922010.0312,1824572.691
HG2014B001,산업입지 및 산업단지,화성 주곡 일반산업단지 개발사업,938956.849,1902404.12
ND2014B005,산업입지 및 산업단지,울산 · 미포 국가산업단지(효문공단) 공장용지 조성사업,1169549.921,1731929.091
WJ2014B004,산업입지 및 산업단지,충주 제5일반산업단지 조성사업,1040068.42,1890042.166
GG2014B001,산업입지 및 산업단지,아산 탕정테크노 일반산업단지 조성사업,959553.1623,1868722.129
ND2014B011,산업입지 및 산업단지,김해 이지(Eco-Zone)일반산업단지 조성사업,1121776.366,1692992.502
GG2013B013,산업입지 및 산업단지,현대대죽 일반산업단지 조성사업,902670.0112,1891147.796
JJ2013B003,산업입지 및 산업단지,김제백구 농공단지 조성사업,951303.3777,1766473.225
ND2014B004,산업입지 및 산업단지,김해 사이언스파크 일반산업단지 조성사업 계획변경(재협의),1119033.376,1699756.913
ND2013B015,산업입지 및 산업단지,김해 신천일반산업단지 조성사업,1121068.692,1698219.288
ND2013B016,산업입지 및 산업단지,사천 금진일반산업단지 조성사업,1038969.863,1670868.422
DG2013B009,산업입지 및 산업단지,경주 석계4일반산업단지계획,1163380.784,1744500.885
HG2013B001,산업입지 및 산업단지,서운일반산업단지 조성사업,934213.4285,1948554.801
ND2014B010,산업입지 및 산업단지,양산 서창일반산업단지 조성사업,1150445.653,1715786.845
ND2013B014,산업입지 및 산업단지,용당일반산업단지 조성사업,1153724.489,1716580.298
WJ2013B003,산업입지 및 산업단지,유촌산업단지 조성사업,1005487.09,1883739.349
ND2014B001,산업입지 및 산업단지,창원 안골 일반산업단지 조성사업,1117967.9,1677961.797
GG2013B014,산업입지 및 산업단지,가야곡2 농공단지 조성사업,968107.6351,1792284.131
ND2013B018,산업입지 및 산업단지,종포일반산업단지 조성사업,1049470.198,1670545.81
ND2013B020,산업입지 및 산업단지,용전2일반산업단지조성사업,1119586.064,1714815.139
WJ2014B003,산업입지 및 산업단지,태백 스포츠 산업단지 조성사업,1137070.859,1899583.066
JJ2014B001,산업입지 및 산업단지,정읍 소성 특화농공단지 조성사업,935854.6224,1730328.65
DG2015B002,산업입지 및 산업단지,서대구산업단지 재생시행계획수립,1093838.538,1764115.55
ND2014B003,산업입지 및 산업단지,사천 대진일반산업단지 조성사업,1045502.252,1672416.111
WJ2014B002,산업입지 및 산업단지,제천지방산업단지지정 개발계획변경(재협의),1060899.102,1907145.02
ND2014B014,산업입지 및 산업단지,밀양 용전3일반산업단지 조성사업,1121297.908,1715971.307
ND2014B012,산업입지 및 산업단지,금형(뿌리) 산업단지 조성사업,1055172.935,1679948.683
ND2015B004,산업입지 및 산업단지,김해AM하이테크 일반산업단지 조성사업,1115774.137,1693794.888
HG2015B006,산업입지 및 산업단지,서울우유 일반산업단지 조성사업,959324.2248,1982583.825
ME2015B001,산업입지 및 산업단지,판교 창조경제밸리 조성사업,964231.5179,1934793.872
DG2014B003,산업입지 및 산업단지,고아제2농공단지 조성사업,1073783.87,1802628.605
ND2015B003,산업입지 및 산업단지,울산비축기지 지하화 건설공사,1165906.72,1717790.07
YS2015B006,산업입지 및 산업단지,여수국가산업단지내 공장증설사업(한화케미칼㈜),1015412.531,1646739.029
GG2014B008,산업입지 및 산업단지,엑스포재창조 사업 및 도룡거점지구 개발사업,989659.8144,1819986.358
GG2014B009,산업입지 및 산업단지,천안 LG생활건강 퓨쳐일반산업단지,969358.4609,1861806.357
ND2014B006,산업입지 및 산업단지,온산국가산업단지 당월지구 조성사업,1168845.095,1714518.504
JJ2014B003,산업입지 및 산업단지,남원 일반산업단지 조성사업,986526.8691,1721778.635
HG2015B002,산업입지 및 산업단지,화성 정남 일반산업단지 조성사업,957969.6284,1905206.327
YS2015B002,산업입지 및 산업단지,삼일자원비축산업단지 건설사업(여수추가 지상탱크 건설공사),1024677.863,1649183.37
ND2014B016,산업입지 및 산업단지,창원 죽곡2 일반산업단지 조성사업,1111358.56,1679835.831
JJ2014B004,산업입지 및 산업단지,익산 함열 농공(전문)단지 조성사업,951624.747,1788108.987
ND2015B001,산업입지 및 산업단지,칠원 용산일반산업단지 조성사업,1091385.456,1701338.211
ND2014B013,산업입지 및 산업단지,김해 삼계일반산업단지 조성사업,1122862.027,1699243.666
DG2015B001,산업입지 및 산업단지,대구 제3산업단지 재생시행계획수립,1096271.084,1767212.774
GG2014B007,산업입지 및 산업단지,논산 태화일반산업단지 조성사업,971514.1601,1803278.627
JJ2015B001,산업입지 및 산업단지,전주 노후산단 및 주변공업지역 재생사업,963673.7827,1762093.503
YS2015B007,산업입지 및 산업단지,고흥 동강특화농공단지 조성사업,985746.2965,1645316.004
GG2014B005,산업입지 및 산업단지,서산 엠피씨대산전력 일반산업단지 조성사업,898781.1239,1889284.942
ND2014B017,산업입지 및 산업단지,진해국가산업단지(배후이주단지:11공구) 확장사업,1112550.456,1678569.47
ND2015B002,산업입지 및 산업단지,창원국가산업단지 개발사업(00부대 이전부지 개발사업),1102616.001,1696096.803
